language,section,text,XLM-RoBERTa_Time,GraphemesCount,BytesCount,XLM-RoBERTa_ReplTokensCount,XLM-RoBERTa_TokensCount,nllb-200-distilled-600M_Time,nllb-200-distilled-600M_ReplTokensCount,nllb-200-distilled-600M_TokensCount,gpt-4_Time,gpt-4_ReplTokensCount,gpt-4_TokensCount,Char-Level-Entropy
Nepali,Article-10,कुनै व्यक्ति उपर लगाइएको फौजदारी आरोपको विरुद्ध निजको अधिकार दायित्व निरोपन गर्दै स्वतन्त्र र न्याय युक्त अदालतबाट सुनुवाइको हक प्रत्येक व्यक्ति लाइ समान रूपले हुनेछ।,2.495800733566284,115.0,450.0,0.0,40.0,2.447009801864624,0.0,40.0,0.0012018680572509,122.0,172.0,4.552663480291861
Nepali,Article-11,"दण्डनीय अपराधको आरोप लागेको प्रत्येक सुविधाहरू दिएको बचाउको सबै आवश्यक सुविधाहरू दिएको खुल्ला अदालतले कानुन अनुसार निजलाई अपराधी नठहराउन्जेल निज निरपराध मानिने छ।
कुनै व्यक्तिले गरे वा नगरेको कुनै काम उक्त समयमा राष्ट्रिय वा अन्तरराष्ट्रिय कानुन अन्तर्गत अपराध मानिँदैन भने त्यस्तो कामको प्रति कुनै पनि व्यक्तिलाई दोषी ठहराइने छैन कुनै पनि व्यक्तिलाई अपराध गर्दा उक्त समयमा दिन सकिने सजाय भन्दा बढि सजाय दिइने छैन।",2.542765140533448,288.0,1116.0,0.0,96.0,2.249964952468872,0.0,104.0,0.0018658638000488,282.0,420.0,4.704716433346866
Nepali,Article-12,"कुनैपनि व्यक्तिको गोप्यता परिवार, घर वा पत्र व्यवहारको प्रति मनमानी हस्तक्षेप गरिने छैन र कसैको सम्मान तथा ख्याति माथि चोट पुर्‍याइने छैन र त्यस्तो हस्तक्षेप वा चोटको विरुद्ध प्रत्येक व्यक्तिलाई कानुनी संरक्षणको अधिकार हुनेछ।",2.20078992843628,152.0,607.0,0.0,51.0,2.65605092048645,0.0,53.0,0.0010821819305419,140.0,222.0,4.524987388892941
Nepali,Article-13,"प्रत्येक व्यक्तिलाई प्रत्येक देशको सिमाना भित्र स्वतन्त्रता पूर्वक विचरण र बसोबास गर्ने अधिकार हुनेछ।
संयुक्त राष्ट्र सङ्घको उद्देश्य र सिद्धान्तको विपरीत कार्यहरू वा अराजनैतिक अपराधहरूको अभियोगको सम्बन्धमा यो अधिकार प्रयोग गर्न सकिने छैन।",2.1390058994293213,164.0,653.0,0.0,52.0,2.596953153610229,0.0,55.0,0.0013079643249511,166.0,240.0,4.596908225946984
Nepali,Article-14,"प्रत्येक व्यक्तिलाई यातना र उत्पीडनबाट मुक्त हुन अरु देशमा शरण माग्ने र त्यसको उपभोग गर्ने अधिकार छ ।
अराजर्नेतिक अपराधहरुको वास्तविक अभियोगको मुद्दामा वा संयुक्त राष्ट्र संघको उद्देश्यहरु र सिद्धान्तहरु विपरितका कार्यहरुमा यो अधिकार लागू नहुन सक्छ ।",2.246124029159546,173.0,676.0,0.0,64.0,2.4006240367889404,0.0,62.0,0.0008227825164794,178.0,257.0,4.590799151219176
Nepali,Article-15,"प्रत्येक व्यक्तिलाई राष्ट्रको नागरिकताको अधिकार छ।
कुनैपनि व्यक्तिलाई मनमानी ढङ्गले निजको नागरिकता बाट बन्चित गरिने छैन र नागरिकता परिवर्तन गर्ने अधिकारलाई इन्कार गरिने छैन।",2.24114990234375,119.0,473.0,0.0,39.0,2.529909133911133,0.0,40.0,0.0015368461608886,130.0,177.0,4.358462332088962
Nepali,Article-16,"जाति राष्ट्रियता वा धर्मको भेदभाव बिना वयस्क, स्त्री, पुरुषहरूलाई आपसमा विवाह गर्ने र परिवार स्थापना गर्ने अधिकार छ। विवाहको विषयमा वैवाहिक जीवनमा तथा विवाह विच्छेदमा तिनिहरूको समान अधिकार हुनेछ।
विवाहको इच्छा राख्ने स्त्री, पुरुषको पूर्ण र स्वतन्त्र सहमतिबाट मात्र विवाह हुनेछ।
परिवार समाजको स्वाभाविक र मौलिक सामूहिक एकाई हो र यसलाई समाज र राज्यबाट संरक्षण पाउने अधिकार छ ।",2.387685060501098,260.0,1003.0,0.0,88.0,2.374912977218628,0.0,88.0,0.00173020362854,264.0,375.0,4.626924154414524
Nepali,Article-17,"प्रत्येक व्यक्तिलाई एकलै वा अरूसँग मिलेर सम्पत्ति राख्‍ने अधिकार छ।
कुनै व्यक्तिको सम्पाति मनमानी ढङ्गले अपहरण गरिने छैन।",2.325839042663574,83.0,329.0,0.0,32.0,2.3768460750579834,0.0,35.0,0.0147488117218017,88.0,128.0,4.610713384852652
Nepali,Article-18,"प्रत्येक व्यक्तिलाई विचार, मत, धार्मिक स्वतन्त्रताको अधिकार छ। धर्म वा मत बदल्ने स्वतन्त्रता र सार्वजनिक तथा व्यक्तिगत रूपमा एकलै वा समूहमा आफ्नो धर्म वा मतलाई शिक्षा आचरण",2.2322819232940674,123.0,457.0,0.0,37.0,1.995000123977661,0.0,38.0,0.0010669231414794,122.0,172.0,4.380121984192152
Nepali,Article-19,"प्रत्येक व्यक्तिलाई विचार र अभिव्यक्ति स्वतन्त्रताको अधिकार छ । यस अधिकारमा कुनै हस्तक्षेप बिना आक्ना मतहरु अभिव्यक्त गर्ने र कुनै पनि अवरोध र सीमाहरु बिना सञ्चार माध्यमद्धारा सूचना प्रात्प गर्ने, खोज्ने र प्रसार गर्ने अधिकार समावेश छ ।",2.20108699798584,164.0,632.0,0.0,52.0,2.270662784576416,0.0,54.0,0.0007281303405761,166.0,235.0,4.446534210846382
Nepali,Article-20,"प्रत्येक व्यक्तिलाई शन्तिपूर्ण रुपमा भेला हुने तथा संघ संस्था खोल्ने अधिकार छ ।
कसैलाई पनि कुनै संस्थासँग आवद्ध हुन वाध्य गराउन सकिने छैन ।",2.100734233856201,95.0,371.0,0.0,32.0,2.144973993301392,0.0,34.0,0.0008051395416259,94.0,143.0,4.652913225115572
Nepali,Article-21,"प्रत्येक व्यक्तिलाई उसको देशको सरकारमा प्रत्यक्ष वा स्वतन्त्र रुपले चुनिएका प्रतिनिधिहरु मार्फ बनेको सरकारमा सहभागी हुने अधिकार छ ।
प्रत्येक व्यक्तिलाई उसको देशको र्सार्वजनिक सेवामा प्रवेश र पहुँचको समान अधिकार छ ।
सरकारको शासन गर्ने आधार जनताको इच्छा हुनेछ । यस्तो इच्छा आम तथा समान मतदानद्वारा समय समयमा गरिने निष्पक्ष चुनाव मार्फ अभिव्यक्त गरिनेछ र त्यस्तो चुनाव गोप्य मतदान वा त्यस्तै प्रकारको स्वतन्त्र मतदान प्रणालीद्वरा गरिनेछ ।",2.3327558040618896,306.0,1173.0,0.0,89.0,2.142483949661255,0.0,95.0,0.0019888877868652,284.0,428.0,4.548130272005039
Nepali,Article-22,"समाजको सदस्यको हैसियतमा प्रत्येक व्यक्तिलाई सामाजिक सुरक्षाको अधिकार छ र साथै प्रत्येक व्यक्तिलाई राज्यको राष्ट्रिय प्रयत्न वा अन्तराष्ट्रय सहयोग मार्फत तथा स्रोत र साधन अनुसार उसको प्रतिष्ठा र स्वतन्त्र व्यक्तित्व विकासको लागि अपरिहार्य आर्थिक, सामाजिक र सांस्कुतिक अधिकारहरु उपभोग गर्ने अधिकार छ ।",2.539376735687256,206.0,811.0,0.0,65.0,2.2353100776672363,0.0,65.0,0.0014431476593017,204.0,289.0,4.386824801031613
Nepali,Article-23,"प्रत्येक व्यक्तिलाई काम गर्ने, स्वेच्छाले रोजगारी रोज्ने र काम गर्नको लागि उचित र अनुकुल परिस्थितिको सुजना र वेरोजगारी विरुद्घ संरक्षण प्रात्प गर्ने अधिकार छ ।
प्रत्येक व्यक्तिलाई बिना भेदभाव समान कार्यको लागि समान पारिश्रमिक पाउने अधिकार छ ।
काम गर्ने प्रत्येक व्यक्ति र निजको परिवारको लागि मानवीय प्रतिष्ठा अनुरुप जीविकाको वन्दोबस्तको लागि उचित र अनुकुल पारिश्रमिक पाउने र आवथ्यक भए सामाजिक संरक्षणद्वारा तथा अन्य उपायहरुद्वारा त्यसमा भरथेगको अधिकार हुनेछ ।
प्रत्येक व्यक्तिलाई उसको हित संरक्षणको लागि ट्रडयुनियन खोल्ने र त्यसमा सम्मिलित हुने अधिकार छ ।",2.1873300075531006,381.0,1495.0,0.0,144.0,2.268073081970215,0.0,141.0,0.0024869441986083,386.0,555.0,4.610839449046829
Nepali,Article-24,प्रत्येक व्यक्तिलाई मुनासिव कार्य समय सीमा र वेतन सहितको आवधिक विदा सहित विश्राम र फुर्सतको आधिकार छ ।,2.338062763214112,73.0,272.0,0.0,30.0,2.586077213287353,0.0,30.0,0.0005581378936767,70.0,99.0,4.234953468129835
Nepali,Article-25,"प्रत्येक व्यक्तिलाई उसको र उसको परिवारको स्वास्थ्य र कल्याणको लागि खाना, कपडा, घर तथा औषधोपचारका सुविधाहरु र आवश्यक्ता अनुसारको सामाजिक सेवाहरु सहित स्तरयुक्त जीवन यापन गर्ने आधिकार छ र साथै बेरोजगारी, बिरामी, अर्समर्थता, विधवा, वूर्ढसकाल वा निजको नियन्त्रण बाहिरका अन्य परिस्थितिमा साधन अभाव भएमा सुरक्षाको अधिकार छ ।
आमा र शिशुहरुलाई विशेष हेरचाह र सहायता प्रात्प गर्ने अधिकार छ । वैवाहिक सम्बन्ध भई वा नभई जन्मेका सबै बालबालिकालाई समान सामाजिक संरक्षण उपभोग गर्ने अधिकार हुनेछ ।",2.330286979675293,340.0,1281.0,0.0,123.0,2.5151848793029785,0.0,129.0,0.003105878829956,354.0,494.0,4.666995194124418
Nepali,Article-26,"प्रत्येक व्यक्तिलाई शिक्षाको अधिकार छ । कमसेकम प्रारम्भिक र आधारभूत शिक्षा निःशुल्क हुनेछ । प्रारम्भिक शिक्षा अनिवार्य हुनेछ । प्रविधिक र व्यवसायिक शिक्षा सबै सुलभ हुनेछ र उच्च शिक्षामा योग्यताको आधारमा सबैको समान पहुँच हुनेछ ।
शिक्षा मानव व्यक्तित्वको पूर्ण विकास र मानवअधिकार तथा मौलिक स्वतन्त्रताको सम्मानको सुद्दढिकरणतर्फनिर्देशित हुनेछ । यसले सबै राष्ट्र, जाति र धार्मिक समूहहरुबीच समझदारी, सहिष्णुता र मित्रताको प्रवर्द्धन गर्नेछ र संयुक्त राष्ट्र संघको शान्ति कायम गर्ने प्रयत्नहरुलाई अघि बढाउने छ ।
आफ्ना सन्ततिलाई दिइने शिक्षा रोज्ने प्राथमिक अधिकार आमा बाबुलाई हुनेछ ।",2.3904943466186523,396.0,1560.0,0.0,129.0,2.442396879196167,0.0,137.0,0.002593994140625,416.0,585.0,4.731780014111403
Nepali,Article-27,"प्रत्येक व्यक्तिलाई समुदायको साँस्कृतिक जीवनमा स्वतन्त्रतापूर्वक भाग लिने, कलाहरुको आनन्द लिने तथा वैज्रानिक प्रगति र यसको फाइदाहरूको बाँडफाँड गर्ने अधिकार छ ।
प्रत्येक व्यक्तिलाई उसले रचना वा सिर्जना गरेको कुनै वैज्रानिक, सहित्यिक वा कलात्मक कृतिको परिणामबाट प्रात्प नैतिक र मौतिक लाभहरुको संरक्षण गर्ने अधिकार छ ।",2.21842098236084,214.0,851.0,0.0,78.0,2.331298828125,0.0,79.0,0.0009779930114746,222.0,320.0,4.659384896619196
Nepali,Article-28,प्रत्येक व्यक्तिलाई यस्तो सामाजिक र अन्तराष्ट्रिय व्यवस्थाको अधिकार छ जसमा यस घोषणामा उल्लेख गरिएका अधिकार र स्वतन्त्रताहरु पूर्ण रुपले प्रात्प गर्न सकियोस ।,2.7759151458740234,109.0,427.0,0.0,33.0,2.880515813827514,0.0,37.0,0.000809907913208,112.0,155.0,4.412410619767296
Nepali,Article-29,"प्रत्येक व्यक्तिको समूदाय प्रति कर्तव्यकरु छन् र त्यस्तो समाजमा बसेर मात्र उसको स्वतन्त्र र पूर्ण व्यक्तित्व विकासको संभावना छ ।
आफ्नो अधिकार र स्वतन्त्रताको अभ्यास गर्दा प्रत्येक व्यक्तिले अरुको अधिकार र स्वतन्त्रताको आदर गर्नु पर्नेछ र प्रजातान्त्रिक समाजको नैतिकता, र्सार्वजनिक व्यवस्था, र्सवसाधारणको कल्याणको लानि चाहिने उचित आवश्यकताहरु हासिल गर्ने उद्देश्यले कानूनद्वारा निर्धारित सीमा भित्र रहनु पर्ने छ ।
यी अधिकार र स्वतन्त्रताहरु संयुक्त राष्ट्र संघको सिद्धान्त र उद्देश्य विपरीत हुने गरी कुनै पनि हालतमा उपभोग गर्न सकिने छैन ।",2.4255850315093994,369.0,1451.0,0.0,124.0,3.3049161434173584,0.0,122.0,0.0024499893188476,362.0,532.0,4.505206214053591
Nepali,Article-30,"कुनै राष्ट्र, वर्ग वा व्यक्तिले यसमा उल्लेख गरिएका अधिकार र स्वतन्त्रताहरुलाई कुठाराघात गर्ने उद्देश्यले वा त्यस्तो किसिमको गतिविधिमा संलग्न हुन पाउने गरी यस घोषणाको व्याख्या गर्न सकिने छैन ।",2.517158031463623,129.0,515.0,0.0,40.0,3.767645120620728,0.0,42.0,0.0009646415710449,132.0,191.0,4.543140423994696
"Chinese, Mandarin (Traditional)",Preamble,鑑於對人類家庭所有成員的固有尊嚴及其平等的和不移的權利的承認，乃是世界自由、正義與和平的基礎，鑑於對人權的無視和侮蔑已發展為野蠻暴行，這些暴行沾污了人類的良心，而一個人人享有言論和信仰自由並免予恐懼和匱乏的世界的來臨，已被宣布為普通人民的最高願望，鑑於為使人類不致迫不得已鋌而走險對暴政和壓迫進行反叛，有必要使人權受法治的保護，鑑於有必要促進各國間友好關係的發展，鑑於各聯合國國家的人民已在聯合國憲章中重申他們對基本人權、人格尊嚴和價值以及男女平等權利的信念，並痩心促成較大自由中的社會進步和生活水平的改善，鑑於各會員國並已誓願同聯合國合作以促進對人權和基本自由的普遍尊重和遵行，鑑於對這些權利和自由的普遍了解對於這個誓願的充分實現具有很大的重要性，因此現在，大會，發布這一世界人權宣言，作為所有人民和所有國家努力實現的共同標準，以期每一個人和社會機構經常銘念本宣言，努力通過教誨和教育促進對權利和自由的尊重，並通過國家的和國際的漸進措施，使這些權利和自由在各會員國本身人民及在其管轄下領土的人民中得到普遍和有效的承認和遵行；,3.372615098953247,463.0,1389.0,0.0,324.0,3.1220180988311768,0.0,361.0,0.0046508312225341,420.0,682.0,6.8790376461002465
"Chinese, Mandarin (Traditional)",Article-1,人人生而自由，在尊嚴和權利上一律平等。他們賦有理性和良心，並應以兄弟關係的精神相對待。,2.585192918777466,43.0,129.0,0.0,31.0,2.75463604927063,0.0,36.0,0.0004088878631591,34.0,60.0,5.240218243074191
"Chinese, Mandarin (Traditional)",Article-2,人人有資格享受本宣言所載的一切權利和自由，不分種族、膚色、性別、語言、宗教、政治或其他見解、國籍或社會出身、財產、出生或其他身分等任何區別。,4.072738885879517,70.0,210.0,0.0,50.0,2.329661130905152,0.0,52.0,0.0005109310150146,40.0,89.0,5.489927481199777
"Chinese, Mandarin (Traditional)",Article-3,人人有權享有生命、自由和人身安全。,4.153623104095459,17.0,51.0,0.0,14.0,2.230587959289551,0.0,14.0,0.0001938343048095,2.0,18.0,3.690116517593666
"Chinese, Mandarin (Traditional)",Article-4,任何人不得使為奴隸或奴役；一切形式的奴隸制度和奴隸買賣，均應予以禁止。,3.704160928726196,35.0,105.0,0.0,27.0,2.111395835876465,0.0,29.0,0.0071032047271728,34.0,53.0,4.764857659740294
"Chinese, Mandarin (Traditional)",Article-5,任何人不得加以酷刑，或施以殘忍的、不人道的或侮辱性的待遇或刑罰。,2.4669418334960938,32.0,96.0,0.0,27.0,2.4915480613708496,0.0,26.0,0.0003199577331542,21.0,43.0,4.452819531114783
"Chinese, Mandarin (Traditional)",Article-6,人人在任何地方有權被承認在法律前的人格。,2.408652067184448,20.0,60.0,0.0,14.0,4.3552892208099365,0.0,14.0,0.0001471042633056,10.0,25.0,3.9841837197791885
"Chinese, Mandarin (Traditional)",Article-7,法律之前人人平等，並有權享受法律的平等保護，不受任何歧視。人人有權享受平等保護，以免受違反本宣言的任何歧視行為以及煽動這種歧視的任何行為之害。,2.5923259258270264,71.0,213.0,0.0,51.0,4.259706020355225,0.0,52.0,0.000633955001831,55.0,100.0,5.050604865739784
"Chinese, Mandarin (Traditional)",Article-8,任何人當憲法或法律所賦予他的基本權利遭受侵害時，有權由合格的國家法庭對這種侵害行為作有效的補救。,2.7382400035858154,48.0,144.0,0.0,31.0,2.6812679767608643,0.0,35.0,0.0003871917724609,44.0,70.0,5.220175521464349
"Chinese, Mandarin (Traditional)",Article-9,任何人不得加以任意逮捕、拘禁或放逐。,2.6041259765625,18.0,54.0,0.0,13.0,2.6317832469940186,0.0,13.0,0.0002570152282714,10.0,23.0,4.058813890331201
"Chinese, Mandarin (Traditional)",Article-10,人人完全平等地有權由一個獨立而無偏倚的法庭進行公正的和公開的審訊，以確定他的權利和義務並判定對他提出的任何刑事指控。,2.437872171401977,58.0,174.0,0.0,41.0,2.182058095932007,0.0,46.0,0.0005161762237548,37.0,77.0,5.450918228326936
"Chinese, Mandarin (Traditional)",Article-11,"凡受刑事控告者，在未經獲得辯護上所需的一切保證的公開審判而依法證實有罪以前，有權被視為無罪。
任何人的任何行為或不行為，在其發生時依國家法或國際法均不構成刑事罪者，不得被判為犯有刑事罪。刑罰不得重於犯罪時適用的法律規定。",2.384408712387085,110.0,328.0,0.0,84.0,2.209270000457764,0.0,83.0,0.0008151531219482,101.0,162.0,5.830185254587473
"Chinese, Mandarin (Traditional)",Article-12,任何人的私生活、家庭、住宅和通信不得任意干涉，他的榮譽和名譽不得加以攻擊。人人有權享受法律保護，以免受這種干涉或攻擊。,2.259150981903076,59.0,177.0,0.0,41.0,2.1689670085906982,0.0,43.0,0.0004820823669433,47.0,84.0,5.29357715949466
"Chinese, Mandarin (Traditional)",Article-13,"人人在各國境內有權自由遷徙和居住。
人人有權離開任何國家，包括其本國在內，並有權返回他的國家。",2.1509859561920166,47.0,139.0,0.0,37.0,2.2476439476013184,0.0,37.0,0.000385046005249,36.0,63.0,4.799061723926002
"Chinese, Mandarin (Traditional)",Article-14,"人人有權在其他國家尋求和享受庇護以避免迫害。
在真正由於非政治性的罪行或違背聯合國的宗旨和原則的行為而被訴的情況下，不得援用此種權利。",2.3669490814208984,67.0,199.0,0.0,47.0,2.329446792602539,0.0,54.0,0.0007538795471191,53.0,92.0,5.737730981502544
"Chinese, Mandarin (Traditional)",Article-15,"人人有權享有國籍。
任何人的國籍不得任意剝奪，亦不得否認其改變國籍的權利。",2.195783853530884,37.0,109.0,0.0,29.0,2.2631430625915527,0.0,30.0,0.0002269744873046,26.0,49.0,4.445543568156238
"Chinese, Mandarin (Traditional)",Article-16,"成年男女，不受種族、國籍或宗教的任何限制，有權婚嫁和成立家庭。他們在婚姻方面，在結婚期間和在解除婚約時，應有平等的權利。
只有經男女雙方的自由的和完全的同意，才能締婚。
家庭是天然的和基本的社會單元，並應受社會和國家的保護。",2.173128843307495,112.0,332.0,0.0,84.0,2.270127058029175,0.0,83.0,0.0192008018493652,76.0,152.0,5.834196721524644
"Chinese, Mandarin (Traditional)",Article-17,"人人得有單獨的財產所有權以及同他人合有的所有權。
任何人的財產不得任意剝奪。",2.9482460021972656,38.0,112.0,0.0,28.0,2.3155791759490967,0.0,29.0,0.0002989768981933,21.0,46.0,4.333325210755073
"Chinese, Mandarin (Traditional)",Article-18,人人有思想、良心和宗教由的權利；此項權利包括改變他的宗教或信仰的自由，以及單獨或集體、公開或秘密地以教義、實踐、禮拜和戒律表示他的宗教或信仰的自由。,3.0024969577789307,74.0,222.0,0.0,54.0,2.45815110206604,0.0,58.0,0.0005209445953369,57.0,103.0,5.356488291591606
"Chinese, Mandarin (Traditional)",Article-19,人人有權享有主張和發表意見的自由；此項權利包括持有主張而不受干涉的自由，和通過任何媒介和不論國界尋求、接受和傳遞消息和思想的自由。,2.942777156829834,65.0,195.0,0.0,45.0,2.221223831176758,0.0,52.0,0.0024259090423583,41.0,86.0,5.3665341132886
"Chinese, Mandarin (Traditional)",Article-20,"人人有權享有和平集會和結社的自由。
任何人不得迫使隸屬於某一團體。",2.554066896438598,33.0,97.0,0.0,26.0,2.2116408348083496,0.0,28.0,0.000699758529663,21.0,43.0,4.718488437474714
"Chinese, Mandarin (Traditional)",Article-21,"人人有直接或通過自由選擇的代表參與治理本國的權利。
人人有平等機會參加本國公務的權利。
人民的意志是政府權力的基礎；這一意志應以定期的和真正的選舉予以表現，而選舉應依據普遍和平等的投票權，並以不記名投票或相當的自由投票程序進行。",2.181689977645874,114.0,338.0,0.0,79.0,2.236002922058105,0.0,88.0,0.000504732131958,71.0,149.0,5.886281215934615
"Chinese, Mandarin (Traditional)",Article-22,每個人，作為社會的一員，有權享受社會保障，並有權享受他的個人尊嚴和人格的自由發展所必需的經濟、社會和文化方面各種權利的實現，這種實現是通過國家努力和國際合作並依照各國的組織和資源情況。,2.2898709774017334,92.0,276.0,0.0,59.0,3.4575858116149902,0.0,65.0,0.000788927078247,87.0,138.0,5.705255298283713
"Chinese, Mandarin (Traditional)",Article-23,"人人有權工作、自由選撰職業、享受公正和合適的工作條件並享受免於失業的保障。
人人有同工同酬的權利，不受任何歧視。
每一個工作的人，有權享受公正和合適的報酬，保證使他本人和家屬有一個符合人的尊嚴的生活條件，必要時並輔以其他方式的社會保障。
人人有為維護其利益而組織和參加工會的權利。",2.303338050842285,140.0,414.0,0.0,99.0,3.45203709602356,0.0,103.0,0.0005967617034912,95.0,187.0,5.837802617032
"Chinese, Mandarin (Traditional)",Article-24,人人有享受休息和閒暇的權利，包括工作時間有合理限制和定期給薪休假的權利。,2.265331029891968,36.0,108.0,0.0,27.0,3.602648973464966,0.0,29.0,0.000364065170288,23.0,47.0,4.781036112553421
